Section,Name,Address,City,Province,Postal Code,Latitude,Longitude,Type,Google Maps Link
Dynacare Ontario,VANIER,390 MCARTHUR AVE,VANIER,ON,K1L 6N6,45.43181,-75.650244,clinic,"https://maps.google.com/?q=45.43181,-75.650244"
Dynacare Ontario,VANIER,311 MCARTHUR AVE,VANIER,ON,K1L 8M3,45.432001,-75.655328,clinic,"https://maps.google.com/?q=45.432001,-75.655328"
Dynacare Ontario,VANIER,355 MONTREAL RD,VANIER,ON,K1L 8H3,45.438803,-75.655811,clinic,"https://maps.google.com/?q=45.438803,-75.655811"
Dynacare Ontario,GLOUCESTER,1651 MONTREAL RD,GLOUCESTER,ON,K1J 6N6,45.446782,-75.614175,clinic,"https://maps.google.com/?q=45.446782,-75.614175"
Dynacare Ontario,OTTAWA,1729 BANK ST,OTTAWA,ON,K1V 7Z5,45.374221,-75.66461,clinic,"https://maps.google.com/?q=45.374221,-75.66461"
Dynacare Ontario,OTTAWA,306-2211 RIVERSIDE DR,OTTAWA,ON,K1H 7X5,45.376032,-75.690038,clinic,"https://maps.google.com/?q=45.376032,-75.690038"
Dynacare Ontario,OTTAWA,248 FRIEL ST,OTTAWA,ON,K1N 7V9,45.428108,-75.680757,clinic,"https://maps.google.com/?q=45.428108,-75.680757"
Dynacare Ontario,OTTAWA,1355 BANK ST,OTTAWA,ON,K1H 8K7,45.388004,-75.675076,clinic,"https://maps.google.com/?q=45.388004,-75.675076"
Dynacare Ontario,OTTAWA,1719 BANK ST,OTTAWA,ON,K1V 7Z4,45.374505,-75.664677,clinic,"https://maps.google.com/?q=45.374505,-75.664677"
Dynacare Ontario,OTTAWA,260 DALHOUSIE ST,OTTAWA,ON,K1N 7E4,45.430622,-75.692876,clinic,"https://maps.google.com/?q=45.430622,-75.692876"
Dynacare Ontario,Mississauga,E229A-5100 Erin Mills Pky,Mississauga,ON,L5M 4Z5,43.551322,-79.69622,clinic,"https://maps.google.com/?q=43.551322,-79.69622"
Dynacare Ontario,TORONTO,2075 BAYVIEW AVE,TORONTO,ON,M4N 3M5,43.722018,-79.372254,clinic,"https://maps.google.com/?q=43.722018,-79.372254"
Dynacare Ontario,Richmond Hill,317-550 Hwy 7 E,Richmond Hill,ON,L4B 3Z4,38.67524,-0.809962,clinic,"https://maps.google.com/?q=38.67524,-0.809962"
Dynacare Ontario,RICHMOND HILL,9355 LESLIE ST,RICHMOND HILL,ON,L4B 0J3,43.846407,-79.382828,clinic,"https://maps.google.com/?q=43.846407,-79.382828"
Dynacare Ontario,Toronto,2404 Eglinton Ave. W,Toronto,ON,M6M 1S6,43.687324,-79.487567,clinic,"https://maps.google.com/?q=43.687324,-79.487567"
Dynacare Ontario,Keswick,4/7-23546 Woodbine Ave.,Keswick,ON,L4P 0E2,38.67524,-0.809962,clinic,"https://maps.google.com/?q=38.67524,-0.809962"
Dynacare Ontario,Orangeville,140 Rolling Hills Dr.,Orangeville,ON,L9W 4X8,43.920095,-80.071356,clinic,"https://maps.google.com/?q=43.920095,-80.071356"
Dynacare Ontario,Vaughan,531 Atkinson Ave.,Vaughan,ON,L4J 8L7,43.818174,-79.450824,clinic,"https://maps.google.com/?q=43.818174,-79.450824"
Dynacare Ontario,Vaughan,B01-8333 Weston Rd.,Vaughan,ON,L4L 8E2,43.804987,-79.55035,clinic,"https://maps.google.com/?q=43.804987,-79.55035"
Dynacare Ontario,Richmond Hill,103-13291 Yonge St.,Richmond Hill,ON,L4E 4L6,38.67524,-0.809962,clinic,"https://maps.google.com/?q=38.67524,-0.809962"
Dynacare Ontario,Orangeville,100-1 Elizabeth St.,Orangeville,ON,L9W 7N7,43.918455,-80.110705,clinic,"https://maps.google.com/?q=43.918455,-80.110705"
Dynacare Ontario,Tottenham,B-6672 3rd Line,Tottenham,ON,L0W 1G0,38.67524,-0.809962,clinic,"https://maps.google.com/?q=38.67524,-0.809962"
Dynacare Ontario,Vaughan,121-9401 Jane St.,Vaughan,ON,L6A 4H7,43.828108,-79.532824,clinic,"https://maps.google.com/?q=43.828108,-79.532824"
Dynacare Ontario,East Gwillimbury,181 Green Lane E,East Gwillimbury,ON,L9N 0C9,44.073871,-79.480416,clinic,"https://maps.google.com/?q=44.073871,-79.480416"
Dynacare Ontario,Richmond Hill,10660 Yonge St.,Richmond Hill,ON,L4C 3C9,43.886871,-79.441119,clinic,"https://maps.google.com/?q=43.886871,-79.441119"
Dynacare Ontario,Toronto,491 Eglinton Ave. W,Toronto,ON,M5N 1A8,43.703465,-79.412851,clinic,"https://maps.google.com/?q=43.703465,-79.412851"
Dynacare Ontario,Markham,109-7155 Woodbine Ave.,Markham,ON,L3R 1A3,43.869478,-79.360448,clinic,"https://maps.google.com/?q=43.869478,-79.360448"
Dynacare Ontario,Toronto,LL1-1849 Yonge St.,Toronto,ON,M4S 1Y2,37.605657,-82.324309,clinic,"https://maps.google.com/?q=37.605657,-82.324309"
Dynacare Ontario,Toronto,107-2401 Yonge St.,Toronto,ON,M4P 3H1,43.673083,-79.388289,clinic,"https://maps.google.com/?q=43.673083,-79.388289"
Dynacare Ontario,Toronto,204-3292 Bayview Ave.,Toronto,ON,M2M 4J5,43.789867,-79.393797,clinic,"https://maps.google.com/?q=43.789867,-79.393797"
Dynacare Ontario,Richmond Hill,210-328 Hwy 7 E,Richmond Hill,ON,L4B 3P7,38.67524,-0.809962,clinic,"https://maps.google.com/?q=38.67524,-0.809962"
Dynacare Ontario,Vaughan,206-2900 Steeles Ave. E,Vaughan,ON,L3T 4X1,43.812943,-79.359463,clinic,"https://maps.google.com/?q=43.812943,-79.359463"
Dynacare Ontario,Markham,2-9255 Woodbine Ave.,Markham,ON,L6C 1Y9,43.869478,-79.360448,clinic,"https://maps.google.com/?q=43.869478,-79.360448"
Dynacare Ontario,Vaughan,L55-7117 Bathurst St.,Vaughan,ON,L4J 2J6,43.794011,-79.445516,clinic,"https://maps.google.com/?q=43.794011,-79.445516"
Dynacare Ontario,Vaughan,209-955 Major MacKenzie Dr. W,Vaughan,ON,L6A 4P9,43.864306,-79.468812,clinic,"https://maps.google.com/?q=43.864306,-79.468812"
Dynacare Ontario,Whitby,700 Gordon St.,Whitby,ON,L1N 5S9,43.848859,-78.945368,clinic,"https://maps.google.com/?q=43.848859,-78.945368"
Dynacare Ontario,Toronto,76 Grenville St.,Toronto,ON,M5S 1B2,43.66173,-79.387539,clinic,"https://maps.google.com/?q=43.66173,-79.387539"
Dynacare Ontario,Whitby,202-220 Dundas St. W,Whitby,ON,L1N 8M7,43.873205,-78.971788,clinic,"https://maps.google.com/?q=43.873205,-78.971788"
Dynacare Ontario,Ajax,208-95 Bayly St W,Ajax,ON,L1S 7K8,37.605657,-82.324309,clinic,"https://maps.google.com/?q=37.605657,-82.324309"
Dynacare Ontario,Kingston,201-190 Wellington St.,Kingston,ON,K7L 3E4,38.67524,-0.809962,clinic,"https://maps.google.com/?q=38.67524,-0.809962"
Dynacare Ontario,Ajax,101-300 Rossland Rd. E,Ajax,ON,L1Z 0M1,38.67524,-0.809962,clinic,"https://maps.google.com/?q=38.67524,-0.809962"
Dynacare Ontario,Pickering,111-1885 Glenanna Rd.,Pickering,ON,L1V 6R6,43.835929,-79.106017,clinic,"https://maps.google.com/?q=43.835929,-79.106017"
Dynacare Ontario,Toronto,B05-3030 Lawrence Ave. E,Toronto,ON,M1P 2T7,43.756465,-79.247935,clinic,"https://maps.google.com/?q=43.756465,-79.247935"
Dynacare Ontario,TORONTO,3-140 THE ESPLANADE,TORONTO,ON,M5A 4P5,43.647809,-79.372123,clinic,"https://maps.google.com/?q=43.647809,-79.372123"
Dynacare Ontario,TORONTO,1ST FLOOR-410 SHERBOURNE ST,TORONTO,ON,M4X 1K2,43.666358,-79.374687,clinic,"https://maps.google.com/?q=43.666358,-79.374687"
Dynacare Ontario,Toronto,60 Scottfield Dr.,Toronto,ON,M1S 5T7,43.80869,-79.25454,clinic,"https://maps.google.com/?q=43.80869,-79.25454"
Dynacare Ontario,TORONTO,401-235 DANFORTH AVE,TORONTO,ON,M4K 1N2,43.676849,-79.35613,clinic,"https://maps.google.com/?q=43.676849,-79.35613"
Dynacare Ontario,Oshawa,LL-1290 Keith Ross Dr.,Oshawa,ON,L1J 0C7,38.67524,-0.809962,clinic,"https://maps.google.com/?q=38.67524,-0.809962"
Dynacare Ontario,Courtice,LL-1450 Hwy 2,Courtice,ON,L1E 3C3,38.67524,-0.809962,clinic,"https://maps.google.com/?q=38.67524,-0.809962"
Dynacare Ontario,Toronto,10-78 Corporate Dr.,Toronto,ON,M1H 3G4,43.778746,-79.255183,clinic,"https://maps.google.com/?q=43.778746,-79.255183"
Dynacare Ontario,Belleville,2 Dundas St. W,Belleville,ON,K8P 1A1,44.160463,-77.38601,clinic,"https://maps.google.com/?q=44.160463,-77.38601"
Dynacare Ontario,Denbigh,31 Central St.,Denbigh,ON,K0H 1L0,45.138636,-77.274703,clinic,"https://maps.google.com/?q=45.138636,-77.274703"
Dynacare Ontario,Port Hope,110-249 Ontario St.,Port Hope,ON,L1A 3Y9,43.963032,-78.289739,clinic,"https://maps.google.com/?q=43.963032,-78.289739"
Dynacare Ontario,Peterborough,LL05-26 Hospital Dr.,Peterborough,ON,K9J 7C3,44.301229,-78.345661,clinic,"https://maps.google.com/?q=44.301229,-78.345661"
Dynacare Ontario,Oshawa,LL-117 King St. E,Oshawa,ON,L1H 1B9,37.605657,-82.324309,clinic,"https://maps.google.com/?q=37.605657,-82.324309"
Dynacare Ontario,Port Perry,B03-462 Paxton St.,Port Perry,ON,L9L 1L9,38.67524,-0.809962,clinic,"https://maps.google.com/?q=38.67524,-0.809962"
Dynacare Ontario,Amherstview,200 Speers Blvd.,Amherstview,ON,K7N 0B6,44.218982,-76.660247,clinic,"https://maps.google.com/?q=44.218982,-76.660247"
Dynacare Ontario,Northbrook,12357 Hwy 41,Northbrook,ON,K0H 2G0,44.738026,-77.161268,clinic,"https://maps.google.com/?q=44.738026,-77.161268"
Dynacare Ontario,Bobcaygeon,100 East St. S,Bobcaygeon,ON,K0M 1A0,44.538032,-78.538512,clinic,"https://maps.google.com/?q=44.538032,-78.538512"
Dynacare Ontario,Cannington,127-39 Cameron St. W,Cannington,ON,L0E 1E0,44.349066,-79.043699,clinic,"https://maps.google.com/?q=44.349066,-79.043699"
Dynacare Ontario,Kingston,B006A-690 Gardiners Rd.,Kingston,ON,K7M 3X9,44.245483,-76.565603,clinic,"https://maps.google.com/?q=44.245483,-76.565603"
Dynacare Ontario,Bracebridge,4-55 Muskoka Rd. 118 W,Bracebridge,ON,P1L 1T2,45.04381,-79.327181,clinic,"https://maps.google.com/?q=45.04381,-79.327181"
Dynacare Ontario,Huntsville,106-348 Muskoka Rd. 3 N,Huntsville,ON,P1H 1H8,37.605657,-82.324309,clinic,"https://maps.google.com/?q=37.605657,-82.324309"
Dynacare Ontario,North Bay,303-111 Main St. W,North Bay,ON,P1B 2T6,37.605657,-82.324309,clinic,"https://maps.google.com/?q=37.605657,-82.324309"
Dynacare Ontario,Gravenhurst,1-5 Pineridge Gate,Gravenhurst,ON,P1P 1Z3,44.9099,-79.36143,clinic,"https://maps.google.com/?q=44.9099,-79.36143"
Dynacare Ontario,SUDBURY,119-40 ELM ST,SUDBURY,ON,P3C 1S8,46.582465,-81.194379,clinic,"https://maps.google.com/?q=46.582465,-81.194379"
Dynacare Ontario,Penetanguishene,T-117-500 Church St.,Penetanguishene,ON,L9M 1G3,38.67524,-0.809962,clinic,"https://maps.google.com/?q=38.67524,-0.809962"
Dynacare Ontario,Elliot Lake,305-31 Nova Scotia Walk,Elliot Lake,ON,P5A 1Y9,46.385824,-82.648716,clinic,"https://maps.google.com/?q=46.385824,-82.648716"
Dynacare Ontario,Midland,100B-240 Penetanguishene Rd.,Midland,ON,L4R 4P4,44.741726,-79.914237,clinic,"https://maps.google.com/?q=44.741726,-79.914237"
Dynacare Ontario,Parry Sound,8 Albert St.,Parry Sound,ON,P2A 3A4,45.341236,-80.019277,clinic,"https://maps.google.com/?q=45.341236,-80.019277"
Dynacare Ontario,Markham,3-1210 Castlemore Ave.,Markham,ON,L6E 0H7,43.896459,-79.306497,clinic,"https://maps.google.com/?q=43.896459,-79.306497"
Dynacare Ontario,Toronto,2251 Lawrence Ave. E,Toronto,ON,M1P 2P5,43.748807,-79.276725,clinic,"https://maps.google.com/?q=43.748807,-79.276725"
Dynacare Ontario,Toronto,L55-4040 Finch Ave. E,Toronto,ON,M1S 4V5,43.802498,-79.294193,clinic,"https://maps.google.com/?q=43.802498,-79.294193"
Dynacare Ontario,Markham,102-10 Unionville Gate,Markham,ON,L3R 0W7,43.856271,-79.306881,clinic,"https://maps.google.com/?q=43.856271,-79.306881"
Dynacare Ontario,Markham,104-110 Copper Creek Dr.,Markham,ON,L6B 0P9,43.871166,-79.218976,clinic,"https://maps.google.com/?q=43.871166,-79.218976"
Dynacare Ontario,OSHAWA,11 GIBB ST,OSHAWA,ON,L1H 2J9,43.889925,-78.860714,clinic,"https://maps.google.com/?q=43.889925,-78.860714"
Dynacare Ontario,ETOBICOKE,200-5359 DUNDAS ST W,ETOBICOKE,ON,M9B 1B1,43.63644,-79.539496,clinic,"https://maps.google.com/?q=43.63644,-79.539496"
Dynacare Ontario,BRAMPTON,303-18 KENSINGTON RD,BRAMPTON,ON,L6T 4S5,43.72027,-79.719931,clinic,"https://maps.google.com/?q=43.72027,-79.719931"
Dynacare Ontario,OAKVILLE,LL-78 JONES ST,OAKVILLE,ON,L6L 6C5,38.67524,-0.809962,clinic,"https://maps.google.com/?q=38.67524,-0.809962"
Dynacare Ontario,HAMILTON,204-565 SANATORIUM ROAD,HAMILTON,ON,L9C 7N4,38.67524,-0.809962,clinic,"https://maps.google.com/?q=38.67524,-0.809962"
Dynacare Ontario,Hamilton,100-304 Victoria Ave. N,Hamilton,ON,L8L 5G4,43.262208,-79.852527,clinic,"https://maps.google.com/?q=43.262208,-79.852527"
Dynacare Ontario,Burlington,LL-2951 Walkers Line,Burlington,ON,L7M 4Y1,37.605657,-82.324309,clinic,"https://maps.google.com/?q=37.605657,-82.324309"
Dynacare Ontario,TORONTO,160 JARVIS ST,TORONTO,ON,M5B 2E1,43.654595,-79.37397,clinic,"https://maps.google.com/?q=43.654595,-79.37397"
Dynacare Ontario,TORONTO,B2-474 COLLEGE ST,TORONTO,ON,M6G 1A4,43.65628,-79.409486,clinic,"https://maps.google.com/?q=43.65628,-79.409486"
Dynacare Ontario,MISSISSAUGA,204-3420 HURONTARIO ST,MISSISSAUGA,ON,L5B 4A9,43.579142,-79.615493,clinic,"https://maps.google.com/?q=43.579142,-79.615493"
Dynacare Ontario,BARRIE,102-49 HIGH ST,BARRIE,ON,L4N 5J4,44.388085,-79.695097,clinic,"https://maps.google.com/?q=44.388085,-79.695097"
Dynacare Ontario,Hamilton,100-849 Upper Wentworth St.,Hamilton,ON,L9A 5H4,37.605657,-82.324309,clinic,"https://maps.google.com/?q=37.605657,-82.324309"
Dynacare Ontario,Hamilton,700 Main St. E,Hamilton,ON,L8M 1K7,43.248116,-79.841966,clinic,"https://maps.google.com/?q=43.248116,-79.841966"
Dynacare Ontario,Hamilton,505 King St. W,Hamilton,ON,L8P 1B9,43.260683,-79.8841,clinic,"https://maps.google.com/?q=43.260683,-79.8841"
Dynacare Ontario,SCARBOROUGH,520 ELLESMERE RD,SCARBOROUGH,ON,M1R 0B1,43.763074,-79.295321,clinic,"https://maps.google.com/?q=43.763074,-79.295321"
Dynacare Ontario,NORTH YORK,303-2830 KEELE ST,NORTH YORK,ON,M3M 3E5,43.777765,-79.494074,clinic,"https://maps.google.com/?q=43.777765,-79.494074"
Dynacare Ontario,Richmond Hill,9625 Yonge St.,Richmond Hill,ON,L4C 5T2,43.861923,-79.432469,clinic,"https://maps.google.com/?q=43.861923,-79.432469"
Dynacare Ontario,Toronto,20-1450 O'Connor Dr,Toronto,ON,M4B 2T8,43.713161,-79.307753,clinic,"https://maps.google.com/?q=43.713161,-79.307753"
Dynacare Ontario,LONDON,1051 WONDERLAND RD S,LONDON,ON,N6K 3X4,42.940238,-81.281922,clinic,"https://maps.google.com/?q=42.940238,-81.281922"
Dynacare Ontario,Hamilton,113-414 Victoria St. N,Hamilton,ON,L8L 5G8,38.67524,-0.809962,clinic,"https://maps.google.com/?q=38.67524,-0.809962"
Dynacare Ontario,Burlington,102-809 Brant St.,Burlington,ON,L7R 2J4,43.334418,-79.810093,clinic,"https://maps.google.com/?q=43.334418,-79.810093"
Dynacare Ontario,Kitchener,200A-385 Fairway Rd. S,Kitchener,ON,N2C 2N9,43.420215,-80.441675,clinic,"https://maps.google.com/?q=43.420215,-80.441675"
Dynacare Ontario,Hamilton,B-640 Queenston Rd.,Hamilton,ON,L8K 1K2,43.228108,-79.764563,clinic,"https://maps.google.com/?q=43.228108,-79.764563"
Dynacare Ontario,Niagara Falls,104-6453 Morrison St.,Niagara Falls,ON,L2E 7H1,38.67524,-0.809962,clinic,"https://maps.google.com/?q=38.67524,-0.809962"
Dynacare Ontario,Stoney Creek,1D-35 Upper Centennial Pkwy.,Stoney Creek,ON,L8J 3W2,38.67524,-0.809962,clinic,"https://maps.google.com/?q=38.67524,-0.809962"
Dynacare Ontario,Guelph,104-649 Scottsdale Dr.,Guelph,ON,N1G 4T7,43.514007,-80.237891,clinic,"https://maps.google.com/?q=43.514007,-80.237891"
Dynacare Ontario,Mississauga,107-2000 Credit Valley Rd.,Mississauga,ON,L5M 4N4,43.558024,-79.700947,clinic,"https://maps.google.com/?q=43.558024,-79.700947"
Dynacare Ontario,Mississauga,5425 Creditview Rd.,Mississauga,ON,L5V 2P3,43.586683,-79.696146,clinic,"https://maps.google.com/?q=43.586683,-79.696146"
Dynacare Ontario,Mississauga,1-1960 Dundas St. W,Mississauga,ON,L5K 2R9,43.520732,-79.686416,clinic,"https://maps.google.com/?q=43.520732,-79.686416"
Dynacare Ontario,Mississauga,1240 Eglinton Ave. W,Mississauga,ON,L5V 1N3,43.579033,-79.681665,clinic,"https://maps.google.com/?q=43.579033,-79.681665"
Dynacare Ontario,Mississauga,5055 Plantation Place,Mississauga,ON,L5M 6J3,43.552545,-79.714908,clinic,"https://maps.google.com/?q=43.552545,-79.714908"
Dynacare Ontario,Milton,3C-1030 Kennedy Cir.,Milton,ON,L9T 0J9,43.517511,-79.851703,clinic,"https://maps.google.com/?q=43.517511,-79.851703"
Dynacare Ontario,Oakville,100-209 Oak Park Blvd.,Oakville,ON,L6H 0M2,43.483576,-79.714667,clinic,"https://maps.google.com/?q=43.483576,-79.714667"
Dynacare Ontario,Acton,10 Eastern Ave.,Acton,ON,L7J 0A5,43.633632,-80.036499,clinic,"https://maps.google.com/?q=43.633632,-80.036499"
Dynacare Ontario,Oakville,180-2525 Old Bronte Rd.,Oakville,ON,L6M 4J2,43.435627,-79.775717,clinic,"https://maps.google.com/?q=43.435627,-79.775717"
Dynacare Ontario,TORONTO,2772 DANFORTH AVE,TORONTO,ON,M4C 1L7,43.689372,-79.29703,clinic,"https://maps.google.com/?q=43.689372,-79.29703"
Dynacare Ontario,Mississauga,111-33 City Centre Dr.,Mississauga,ON,L5B 2N5,43.589302,-79.642485,clinic,"https://maps.google.com/?q=43.589302,-79.642485"
Dynacare Ontario,Mississauga,411 Burnhamthorpe Rd. W,Mississauga,ON,L5B 0J5,43.574767,-79.65689,clinic,"https://maps.google.com/?q=43.574767,-79.65689"
Dynacare Ontario,Brampton,108-164 Queen St. E,Brampton,ON,L6V 1B4,43.719552,-79.723001,clinic,"https://maps.google.com/?q=43.719552,-79.723001"
Dynacare Ontario,MISSISSAUGA,7330 GOREWAY DR,MISSISSAUGA,ON,L4T 4J2,43.720349,-79.64116,clinic,"https://maps.google.com/?q=43.720349,-79.64116"
Dynacare Ontario,Brampton,101-7700 Hurontario St.,Brampton,ON,L6Y 4M3,43.734324,-79.825152,clinic,"https://maps.google.com/?q=43.734324,-79.825152"
Dynacare Ontario,Oakville,103-2315 Bristol Cir.,Oakville,ON,L6H 6P8,43.520681,-79.681048,clinic,"https://maps.google.com/?q=43.520681,-79.681048"
Dynacare Ontario,Mississauga,1000 Middlegate Rd.,Mississauga,ON,L4Y 1M4,43.596987,-79.585559,clinic,"https://maps.google.com/?q=43.596987,-79.585559"
Dynacare Ontario,Mississauga,19-2325 Hurontario St.,Mississauga,ON,L5A 4C7,38.67524,-0.809962,clinic,"https://maps.google.com/?q=38.67524,-0.809962"
Dynacare Ontario,Mississauga,305-71 King St. W,Mississauga,ON,L5B 4A2,43.576201,-79.61652,clinic,"https://maps.google.com/?q=43.576201,-79.61652"
Dynacare Ontario,Mississauga,1B-600 Matheson Blvd. W,Mississauga,ON,L5R 4B8,43.6124,-79.686551,clinic,"https://maps.google.com/?q=43.6124,-79.686551"
Dynacare Ontario,ORILLIA,300A-100 COLBORNE ST W,ORILLIA,ON,L3V 2Y9,44.60534,-79.423554,clinic,"https://maps.google.com/?q=44.60534,-79.423554"
Dynacare Ontario,Toronto,217/218-1275 Finch Ave. W,Toronto,ON,M3J 0L5,38.67524,-0.809962,clinic,"https://maps.google.com/?q=38.67524,-0.809962"
Dynacare Ontario,Vaughan,8300 Hwy 27,Vaughan,ON,L4H 0R9,43.786392,-79.626232,clinic,"https://maps.google.com/?q=43.786392,-79.626232"
Dynacare Ontario,Toronto,2920 Dufferin St.,Toronto,ON,M6B 3S8,43.647602,-79.430656,clinic,"https://maps.google.com/?q=43.647602,-79.430656"
Dynacare Ontario,Toronto,102-960 Lawrence Ave. W,Toronto,ON,M6A 3B5,43.713802,-79.457478,clinic,"https://maps.google.com/?q=43.713802,-79.457478"
Dynacare Ontario,Toronto,105-3695 Keele St.,Toronto,ON,M3J 1N2,43.664164,-79.464432,clinic,"https://maps.google.com/?q=43.664164,-79.464432"
Dynacare Ontario,Toronto,102-4256 Bathurst St.,Toronto,ON,M3H 5Y8,43.68663,-79.419842,clinic,"https://maps.google.com/?q=43.68663,-79.419842"
Dynacare Ontario,Toronto,101-1525 Albion Rd.,Toronto,ON,M9V 5G5,43.74101,-79.58372,clinic,"https://maps.google.com/?q=43.74101,-79.58372"
Dynacare Ontario,Toronto,105-100 Humber College Blvd.,Toronto,ON,M9V 5G4,43.73052,-79.605868,clinic,"https://maps.google.com/?q=43.73052,-79.605868"
Dynacare Ontario,Toronto,215-1735 Kipling Ave,Toronto,ON,M9R 2Y8,43.728705,-79.57381,clinic,"https://maps.google.com/?q=43.728705,-79.57381"
Dynacare Ontario,Toronto,928 St. Clair Ave. W,Toronto,ON,M6C 1C6,43.680043,-79.434561,clinic,"https://maps.google.com/?q=43.680043,-79.434561"
Dynacare Ontario,Toronto,CWW1 - 130 King St. W,Toronto,ON,M5X 2A2,37.605657,-82.324309,clinic,"https://maps.google.com/?q=37.605657,-82.324309"
Dynacare Ontario,Toronto,440 Bathurst St.,Toronto,ON,M5T 2S6,43.655029,-79.407314,clinic,"https://maps.google.com/?q=43.655029,-79.407314"
Dynacare Ontario,Toronto,301-280 Spadina Ave.,Toronto,ON,M5T 3A5,43.652547,-79.398362,clinic,"https://maps.google.com/?q=43.652547,-79.398362"
Dynacare Ontario,Toronto,B-2494 Danforth Ave.,Toronto,ON,M4C 1K9,43.685002,-79.317412,clinic,"https://maps.google.com/?q=43.685002,-79.317412"
Dynacare Ontario,Toronto,9th Floor-1240 Bay St.,Toronto,ON,M5R 2A7,43.670286,-79.39028,clinic,"https://maps.google.com/?q=43.670286,-79.39028"
Dynacare Ontario,Toronto,530-790 Bay St.,Toronto,ON,M5G 1N8,43.660459,-79.386039,clinic,"https://maps.google.com/?q=43.660459,-79.386039"
Dynacare Ontario,Toronto,808-123 Edward St.,Toronto,ON,M5G 1E2,43.655683,-79.386699,clinic,"https://maps.google.com/?q=43.655683,-79.386699"
Dynacare Ontario,Toronto,105A-27 Roncesvalles Ave.,Toronto,ON,M6R 3B2,43.639776,-79.44623,clinic,"https://maps.google.com/?q=43.639776,-79.44623"
Dynacare Ontario,Toronto,103-726 Bloor St. W,Toronto,ON,M6G 4A1,37.605657,-82.324309,clinic,"https://maps.google.com/?q=37.605657,-82.324309"
Dynacare Ontario,Port Elgin,466 Goderich St.,Port Elgin,ON,N0H 2C4,44.432856,-81.391714,clinic,"https://maps.google.com/?q=44.432856,-81.391714"
Dynacare Ontario,Brampton,9960 Airport Rd.,Brampton,ON,L6S 0C5,43.761834,-79.720723,clinic,"https://maps.google.com/?q=43.761834,-79.720723"
Dynacare Ontario,Brampton,169 Queen St. E,Brampton,ON,L6V 1B3,43.692483,-79.752733,clinic,"https://maps.google.com/?q=43.692483,-79.752733"
Dynacare Ontario,Brampton,8/9-9525 Mississauga Rd.,Brampton,ON,L6X 0Z8,38.67524,-0.809962,clinic,"https://maps.google.com/?q=38.67524,-0.809962"
Dynacare Ontario,Bolton,102-170 McEwan Dr. E,Bolton,ON,L7E 4C8,43.862917,-79.709556,clinic,"https://maps.google.com/?q=43.862917,-79.709556"
Dynacare Ontario,Brampton,108-10 Cottrelle Blvd.,Brampton,ON,L6S 0E2,43.784062,-79.661461,clinic,"https://maps.google.com/?q=43.784062,-79.661461"
Dynacare Ontario,Ottawa,5307 Canotek Rd.,Ottawa,ON,K1J 9M2,45.452892,-75.587703,clinic,"https://maps.google.com/?q=45.452892,-75.587703"
Dynacare Ontario,London,1228 Commissioners Rd. W,London,ON,N6K 1C7,42.958931,-81.330506,clinic,"https://maps.google.com/?q=42.958931,-81.330506"
Dynacare Ontario,London,295 Saskatoon St.,London,ON,N5W 6A2,42.997942,-81.187579,clinic,"https://maps.google.com/?q=42.997942,-81.187579"
Dynacare Ontario,Carleton Place,6-1 Costello Dr.,Carleton Place,ON,K7C 0B4,45.144246,-76.127722,clinic,"https://maps.google.com/?q=45.144246,-76.127722"
Dynacare Ontario,Renfrew,102-100 Health Village Lane,Renfrew,ON,K7V 0C3,45.482192,-76.70116,clinic,"https://maps.google.com/?q=45.482192,-76.70116"
Dynacare Ontario,NEPEAN,B1-16 GREEN ST,NEPEAN,ON,K2J 3R2,45.286288,-75.757017,clinic,"https://maps.google.com/?q=45.286288,-75.757017"
Dynacare Ontario,Arnprior,61-346 John St. N,Arnprior,ON,K7S 2P6,45.43305,-76.354655,clinic,"https://maps.google.com/?q=45.43305,-76.354655"
Dynacare Ontario,Ottawa,700 Eagleson Rd.,Ottawa,ON,K2M 2G9,45.285721,-75.867461,clinic,"https://maps.google.com/?q=45.285721,-75.867461"
Dynacare Ontario,Ottawa,107-99 Kakulu Rd.,Ottawa,ON,K2L 3C8,45.309904,-75.886886,clinic,"https://maps.google.com/?q=45.309904,-75.886886"
Dynacare Ontario,Ottawa,B-1609 Stittsville Main St.,Ottawa,ON,K2S 1B8,45.286183,-75.930831,clinic,"https://maps.google.com/?q=45.286183,-75.930831"
Dynacare Ontario,Ottawa,3-3771 Spratt Rd.,Ottawa,ON,K1V 2P3,45.283065,-75.686454,clinic,"https://maps.google.com/?q=45.283065,-75.686454"
Dynacare Ontario,Ottawa,3029 Carling Ave.,Ottawa,ON,K2B 8E8,45.355123,-75.806045,clinic,"https://maps.google.com/?q=45.355123,-75.806045"
Dynacare Ontario,Ottawa,1221 Greenbank Rd.,Ottawa,ON,K2J 5V7,45.274907,-75.747338,clinic,"https://maps.google.com/?q=45.274907,-75.747338"
Dynacare Ontario,Barry's Bay,Main Floor-21 St. Francis Memorial Dr.,Barry's Bay,ON,K0J 1B0,45.475406,-77.673784,clinic,"https://maps.google.com/?q=45.475406,-77.673784"
Dynacare Ontario,Ottawa,203-100 Marie-Curie Private,Ottawa,ON,K1N 1A2,37.605657,-82.324309,clinic,"https://maps.google.com/?q=37.605657,-82.324309"
